,job_category,service_channel,nb_internet_products,contract_type,risk_of_credit,credit_flux,annual_flux,target
16660,6.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
4762,388.0,2.0,1.0,1.0,13.0,0.0,529715.19,0.0
11839,0.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
1668,104.0,0.0,1.0,1.0,6.0,0.0,7797.62,0.0
14181,81.0,0.0,2.0,1.0,7.0,1.0,0.0,0.0
17353,3.0,1.0,1.0,1.0,0.0,3.0,1848.09,0.0
18597,589.0,1.0,1.0,1.0,4.0,0.0,4514.58,0.0
8757,501.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
8454,267.0,1.0,0.0,1.0,11.0,1.0,0.0,0.0
8336,247.0,1.0,1.0,1.0,5.0,2.0,1083.89,0.0
8206,275.0,0.0,2.0,1.0,6.0,2.0,42522.0,0.0
3517,3.0,1.0,2.0,1.0,5.0,2.0,255.0,0.0
12591,116.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0
3833,57.0,1.0,0.0,1.0,1.0,2.0,5088.47,0.0
16756,23.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0
11158,79.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
4708,169.0,1.0,0.0,1.0,6.0,0.0,2566.06,0.0
8423,225.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0
3307,88.0,2.0,2.0,1.0,1.0,0.0,10557.5,0.0
6498,247.0,3.0,0.0,0.0,7.0,1.0,0.0,0.0
6291,115.0,5.0,0.0,1.0,8.0,1.0,0.0,0.0
16055,247.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0
5440,44.0,0.0,2.0,1.0,0.0,0.0,5657.19,1.0
9545,41.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0
9606,102.0,10.0,0.0,1.0,7.0,1.0,0.0,0.0
4111,88.0,1.0,1.0,1.0,1.0,2.0,100.0,0.0
15495,281.0,0.0,2.0,1.0,7.0,0.0,46445.27,1.0
13217,94.0,0.0,1.0,1.0,6.0,0.0,3852.09,0.0
592,9.0,1.0,2.0,1.0,6.0,1.0,0.0,0.0
8069,18.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
758,0.0,0.0,1.0,1.0,1.0,0.0,12175.59,0.0
14657,116.0,1.0,1.0,1.0,11.0,2.0,8573.01,0.0
7806,94.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0
6557,240.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
3383,44.0,1.0,1.0,1.0,1.0,0.0,5384.9,1.0
2806,111.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
20651,91.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0
3592,64.0,0.0,2.0,1.0,5.0,0.0,3708.0,0.0
15584,1.0,0.0,2.0,1.0,7.0,0.0,10671.95,0.0
8253,104.0,10.0,0.0,1.0,1.0,2.0,137.19,0.0
13096,146.0,0.0,1.0,1.0,11.0,0.0,7153.5,0.0
7676,287.0,0.0,2.0,1.0,11.0,0.0,30880.43,0.0
17257,44.0,1.0,2.0,1.0,11.0,2.0,15102.0,0.0
5088,288.0,3.0,1.0,1.0,2.0,0.0,51219.3,0.0
8247,79.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
5617,225.0,1.0,1.0,1.0,5.0,2.0,7757.0,0.0
12920,115.0,9.0,0.0,0.0,8.0,1.0,0.0,0.0
895,64.0,1.0,2.0,1.0,0.0,0.0,100.0,0.0
19833,205.0,0.0,1.0,1.0,2.0,0.0,4604.14,0.0
9445,86.0,0.0,2.0,1.0,7.0,0.0,49320.0,0.0
12354,1.0,0.0,1.0,1.0,5.0,2.0,6674.7,0.0
1225,80.0,1.0,1.0,1.0,9.0,2.0,5040.77,0.0
6408,264.0,8.0,0.0,1.0,8.0,1.0,0.0,0.0
17892,2.0,0.0,2.0,1.0,2.0,0.0,45507.2,0.0
16408,226.0,0.0,1.0,1.0,6.0,0.0,48098.03,0.0
3333,20.0,1.0,1.0,1.0,1.0,2.0,13978.9,0.0
4754,101.0,1.0,1.0,1.0,2.0,0.0,215154.63,0.0
3619,0.0,0.0,2.0,1.0,7.0,0.0,23965.18,0.0
7738,54.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0
6955,116.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0
6110,142.0,3.0,0.0,1.0,13.0,1.0,0.0,0.0
12509,192.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
16207,6.0,1.0,1.0,1.0,2.0,2.0,1800.0,0.0
10166,111.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
8064,105.0,5.0,3.0,4.0,8.0,0.0,235765.95,0.0
7725,30.0,1.0,1.0,1.0,1.0,2.0,15.0,0.0
8255,169.0,0.0,0.0,1.0,1.0,0.0,4090.72,0.0
6775,6.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
16427,0.0,1.0,2.0,1.0,1.0,2.0,18972.84,0.0
4860,385.0,10.0,1.0,6.0,3.0,2.0,14241.39,0.0
18904,184.0,1.0,2.0,1.0,5.0,1.0,0.0,0.0
20467,274.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0
11276,0.0,1.0,2.0,1.0,0.0,0.0,15647.86,0.0
16129,162.0,0.0,1.0,1.0,4.0,0.0,25561.2,1.0
6266,249.0,0.0,0.0,1.0,7.0,0.0,4608.48,0.0
2222,43.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
20196,225.0,1.0,2.0,1.0,7.0,2.0,7389.37,0.0
4679,163.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
9246,169.0,0.0,2.0,1.0,2.0,0.0,19998.22,0.0
3796,76.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2227,15.0,0.0,1.0,1.0,0.0,0.0,15909.87,0.0
3904,32.0,0.0,1.0,1.0,0.0,0.0,9007.0,1.0
945,12.0,1.0,1.0,1.0,1.0,2.0,11999.8,0.0
1274,40.0,1.0,1.0,1.0,5.0,2.0,9320.57,0.0
4464,0.0,0.0,2.0,1.0,9.0,0.0,15263.18,0.0
17865,23.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
12215,76.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
19940,50.0,1.0,2.0,1.0,4.0,2.0,33211.73,0.0
13139,66.0,1.0,1.0,1.0,9.0,3.0,57629.52,0.0
8380,225.0,3.0,1.0,2.0,1.0,0.0,7786.56,0.0
17934,43.0,1.0,1.0,1.0,1.0,0.0,5322.8,0.0
9983,134.0,1.0,2.0,1.0,5.0,0.0,5274.76,0.0
9671,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
20592,34.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0
13129,149.0,1.0,1.0,1.0,1.0,2.0,40698.14,0.0
17174,3.0,1.0,2.0,1.0,0.0,2.0,14567.29,0.0
12138,105.0,5.0,2.0,1.0,8.0,1.0,0.0,0.0
12585,264.0,4.0,0.0,0.0,8.0,1.0,0.0,0.0
15049,9.0,1.0,2.0,1.0,2.0,0.0,14884.42,1.0
11863,225.0,1.0,0.0,1.0,2.0,2.0,5889.0,0.0
2788,111.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
6268,384.0,3.0,1.0,1.0,13.0,0.0,1137022.96,0.0
4901,105.0,5.0,3.0,8.0,8.0,2.0,2944961.52,0.0
1180,20.0,1.0,1.0,1.0,5.0,2.0,12909.44,0.0
10080,111.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0
61,4.0,0.0,2.0,1.0,0.0,0.0,25549.26,0.0
7691,61.0,2.0,0.0,1.0,1.0,2.0,39461.6,1.0
15730,201.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0
8145,112.0,0.0,0.0,1.0,5.0,0.0,29123.05,0.0
6215,381.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
5422,55.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
3493,15.0,0.0,1.0,1.0,0.0,0.0,18480.0,0.0
9864,130.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0
7575,225.0,1.0,1.0,1.0,7.0,2.0,2230.89,0.0
1459,111.0,0.0,2.0,1.0,5.0,2.0,45092.51,0.0
11842,226.0,1.0,2.0,1.0,9.0,0.0,65766.63,0.0
8732,324.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
5358,388.0,0.0,1.0,1.0,9.0,0.0,113911.62,0.0
20704,33.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0
13553,225.0,1.0,0.0,1.0,0.0,2.0,3396.0,0.0
10105,259.0,1.0,0.0,1.0,1.0,0.0,4108.5,0.0
12692,264.0,4.0,0.0,0.0,8.0,1.0,0.0,0.0
14002,111.0,10.0,0.0,1.0,5.0,2.0,88.41,1.0
13961,111.0,10.0,1.0,1.0,5.0,1.0,0.0,1.0
111,52.0,1.0,1.0,1.0,1.0,2.0,2013.0,0.0
1586,1.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0
1395,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
6759,228.0,1.0,0.0,1.0,1.0,2.0,5000.0,0.0
18324,200.0,3.0,1.0,1.0,9.0,0.0,185518.28,0.0
11067,540.0,1.0,1.0,1.0,1.0,2.0,21440.0,0.0
3889,40.0,1.0,2.0,1.0,2.0,0.0,5800.77,1.0
19867,55.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0
17206,0.0,0.0,2.0,1.0,7.0,2.0,13355.44,0.0
6930,105.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0
14978,1.0,1.0,2.0,1.0,1.0,0.0,9452.33,0.0
5620,225.0,2.0,0.0,1.0,7.0,0.0,13230.55,0.0
9264,236.0,1.0,1.0,1.0,5.0,0.0,220.0,0.0
4851,110.0,1.0,1.0,1.0,5.0,2.0,862.13,0.0
8885,0.0,0.0,1.0,2.0,0.0,0.0,21687.22,0.0
14182,110.0,1.0,2.0,1.0,5.0,0.0,23640.0,0.0
19026,90.0,1.0,2.0,1.0,11.0,2.0,61733.89,0.0
15933,247.0,0.0,1.0,2.0,4.0,0.0,38956.1,1.0
17891,35.0,3.0,2.0,1.0,2.0,0.0,304860.6,0.0
4849,102.0,3.0,0.0,1.0,13.0,1.0,0.0,0.0
3299,64.0,1.0,1.0,1.0,1.0,2.0,297.0,0.0
12292,81.0,1.0,1.0,1.0,0.0,2.0,2125.0,0.0
367,0.0,1.0,1.0,1.0,0.0,0.0,16134.32,0.0
6036,453.0,3.0,0.0,1.0,15.0,1.0,0.0,0.0
9253,225.0,1.0,0.0,1.0,5.0,2.0,1596.0,0.0
13613,225.0,1.0,1.0,1.0,0.0,0.0,9032.44,0.0
15031,26.0,1.0,1.0,1.0,2.0,2.0,570.0,0.0
3032,0.0,0.0,2.0,1.0,0.0,0.0,15786.31,1.0
16228,225.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0
3903,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0
6179,111.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
2094,30.0,1.0,2.0,1.0,5.0,2.0,3778.05,0.0
6962,209.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0
10768,55.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0
12238,93.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0
4469,169.0,0.0,1.0,1.0,2.0,0.0,16619.14,0.0
2182,111.0,0.0,2.0,2.0,5.0,1.0,0.0,0.0
3856,110.0,1.0,1.0,1.0,6.0,3.0,46109.66,0.0
4459,41.0,0.0,1.0,1.0,1.0,0.0,5353.99,0.0
6601,55.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0
19699,44.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0
10657,59.0,6.0,1.0,1.0,5.0,2.0,6960.0,0.0
16550,194.0,1.0,1.0,1.0,0.0,2.0,2629.89,0.0
10084,202.0,1.0,2.0,1.0,3.0,0.0,306.35,1.0
1829,10.0,0.0,1.0,1.0,1.0,0.0,9137.86,0.0
14591,264.0,8.0,0.0,0.0,5.0,1.0,0.0,0.0
8291,204.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0
9811,264.0,1.0,0.0,1.0,5.0,2.0,10155.93,1.0
6086,9.0,1.0,1.0,1.0,6.0,0.0,25851.24,0.0
4785,49.0,1.0,2.0,1.0,1.0,2.0,26254.85,0.0
10104,32.0,2.0,0.0,1.0,1.0,2.0,40387.72,0.0
6580,4.0,0.0,1.0,1.0,0.0,0.0,13425.93,0.0
6066,225.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
5838,376.0,0.0,0.0,1.0,7.0,2.0,4020.0,0.0
2245,84.0,1.0,1.0,1.0,1.0,2.0,7591.2,0.0
1484,197.0,0.0,2.0,1.0,1.0,0.0,68579.0,0.0
6088,104.0,5.0,2.0,1.0,0.0,0.0,46670.2,0.0
19866,184.0,1.0,1.0,1.0,9.0,2.0,3320.01,0.0
16036,44.0,1.0,2.0,1.0,1.0,0.0,18291.19,0.0
4545,156.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0
13723,225.0,1.0,1.0,1.0,5.0,2.0,2700.0,0.0
18514,2.0,1.0,1.0,1.0,2.0,2.0,10040.0,0.0
3647,40.0,1.0,2.0,1.0,0.0,2.0,4398.0,0.0
4929,79.0,1.0,0.0,1.0,1.0,2.0,31519.51,0.0
5504,92.0,3.0,1.0,1.0,9.0,1.0,0.0,0.0
12929,478.0,2.0,1.0,1.0,11.0,0.0,19437.0,0.0
18964,56.0,0.0,2.0,1.0,9.0,0.0,47032.17,1.0
13904,56.0,6.0,2.0,1.0,6.0,0.0,230248.23,1.0
3831,2.0,1.0,1.0,1.0,1.0,2.0,300.0,0.0
16700,530.0,3.0,1.0,1.0,2.0,0.0,35000.0,0.0
16593,220.0,0.0,1.0,1.0,1.0,0.0,15244.85,1.0
18256,225.0,3.0,1.0,1.0,0.0,3.0,50000.0,0.0
13846,116.0,1.0,2.0,1.0,9.0,0.0,7849.72,0.0
20023,94.0,1.0,2.0,1.0,6.0,2.0,2482.59,0.0
10034,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
4915,38.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0
13637,1.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0
13868,110.0,1.0,2.0,1.0,2.0,0.0,56687.81,1.0
17378,38.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0
6690,84.0,1.0,1.0,1.0,1.0,0.0,5447.61,0.0
14554,110.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
7029,39.0,1.0,0.0,1.0,1.0,2.0,63497.99,0.0
19298,82.0,3.0,2.0,1.0,7.0,0.0,148042.27,0.0
20669,55.0,0.0,0.0,1.0,5.0,2.0,500.0,0.0
468,55.0,1.0,2.0,1.0,1.0,2.0,17473.57,0.0
27,16.0,1.0,2.0,1.0,5.0,2.0,4989.0,0.0
19189,80.0,1.0,1.0,1.0,9.0,0.0,8360.0,1.0
9758,225.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0
4147,168.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0
12377,225.0,1.0,0.0,1.0,9.0,1.0,0.0,0.0
805,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
19651,190.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0
9938,93.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0
18495,61.0,0.0,2.0,1.0,0.0,0.0,13418.89,1.0
7997,280.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
19238,225.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0
14003,33.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
13952,324.0,0.0,1.0,1.0,1.0,0.0,106389.98,0.0
1143,203.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
11044,76.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2737,101.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
18243,44.0,0.0,1.0,1.0,2.0,0.0,22416.75,0.0
17259,184.0,7.0,0.0,0.0,7.0,1.0,0.0,0.0
4685,49.0,2.0,1.0,1.0,11.0,0.0,26524.65,0.0
12758,264.0,8.0,0.0,0.0,5.0,1.0,0.0,0.0
13019,2.0,1.0,1.0,1.0,1.0,2.0,4815.0,0.0
8830,105.0,1.0,3.0,1.0,5.0,0.0,7747.08,0.0
7983,280.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
18106,467.0,3.0,1.0,1.0,2.0,0.0,246196.77,1.0
9575,190.0,4.0,2.0,1.0,8.0,0.0,5178767.02,0.0
8670,20.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
5964,110.0,1.0,2.0,1.0,2.0,2.0,37744.44,0.0
985,108.0,0.0,2.0,1.0,2.0,2.0,3867.14,0.0
20296,2.0,1.0,1.0,1.0,1.0,2.0,950.0,0.0
17203,110.0,5.0,1.0,1.0,2.0,1.0,0.0,0.0
3742,38.0,1.0,2.0,1.0,1.0,2.0,10917.49,0.0
6583,225.0,1.0,0.0,1.0,1.0,2.0,1258.18,0.0
13651,56.0,0.0,2.0,1.0,9.0,0.0,21027.2,1.0
83,42.0,1.0,2.0,1.0,8.0,2.0,4309.88,0.0
14058,35.0,0.0,1.0,1.0,0.0,0.0,30722.81,0.0
925,10.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0
6584,17.0,1.0,2.0,1.0,2.0,0.0,13600.34,1.0
19992,0.0,0.0,2.0,1.0,6.0,0.0,1432.07,0.0
1003,190.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
16903,4.0,0.0,1.0,1.0,0.0,0.0,15522.36,0.0
10434,206.0,1.0,1.0,1.0,1.0,0.0,65558.59,0.0
11165,77.0,1.0,2.0,1.0,6.0,0.0,3000.0,0.0
1448,44.0,1.0,2.0,1.0,0.0,0.0,4374.81,1.0
9659,432.0,3.0,0.0,1.0,7.0,1.0,0.0,0.0
15339,47.0,10.0,0.0,1.0,4.0,0.0,84.27,0.0
10881,107.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
17401,124.0,7.0,0.0,0.0,11.0,1.0,0.0,0.0
11973,3.0,1.0,1.0,1.0,2.0,2.0,3923.0,0.0
2536,17.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0
5349,425.0,3.0,2.0,1.0,2.0,0.0,668621.29,0.0
16976,55.0,0.0,1.0,1.0,11.0,1.0,0.0,0.0
9414,225.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
8174,174.0,3.0,0.0,1.0,4.0,1.0,0.0,0.0
16883,31.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
17152,285.0,0.0,1.0,1.0,9.0,1.0,0.0,0.0
14588,264.0,8.0,0.0,0.0,8.0,1.0,0.0,0.0
2798,1.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
12675,94.0,1.0,1.0,1.0,6.0,3.0,64417.26,1.0
19438,530.0,7.0,0.0,0.0,13.0,1.0,0.0,0.0
17542,225.0,1.0,1.0,1.0,9.0,0.0,2901.38,0.0
6950,310.0,5.0,1.0,1.0,1.0,0.0,61494.74,1.0
17657,2.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0
12980,225.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2561,21.0,0.0,1.0,1.0,7.0,0.0,2202.09,0.0
14956,2.0,0.0,1.0,1.0,1.0,2.0,13020.8,0.0
5595,188.0,1.0,0.0,1.0,7.0,1.0,0.0,0.0
12669,45.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0
2324,78.0,0.0,2.0,1.0,1.0,0.0,49471.12,0.0
12793,33.0,1.0,1.0,1.0,1.0,2.0,11530.0,0.0
12791,264.0,4.0,0.0,0.0,5.0,1.0,0.0,0.0
4863,108.0,5.0,1.0,2.0,2.0,2.0,59000.06,0.0
15418,17.0,1.0,1.0,1.0,0.0,2.0,2942.94,0.0
8966,9.0,1.0,2.0,1.0,1.0,2.0,11916.05,0.0
19518,576.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0
5441,4.0,1.0,0.0,1.0,5.0,2.0,9567.33,0.0
20316,168.0,1.0,2.0,1.0,4.0,1.0,0.0,0.0
11733,65.0,1.0,1.0,1.0,5.0,2.0,2866.5,0.0
11943,216.0,1.0,2.0,1.0,4.0,0.0,1179.73,0.0
7182,461.0,1.0,1.0,1.0,2.0,0.0,4610.0,0.0
8878,209.0,0.0,2.0,1.0,0.0,0.0,998.86,1.0
5341,104.0,5.0,1.0,1.0,2.0,0.0,436745.43,0.0
3730,111.0,0.0,0.0,1.0,5.0,3.0,9802.29,0.0
9655,244.0,1.0,0.0,1.0,2.0,2.0,55942.8,0.0
11578,27.0,1.0,2.0,1.0,1.0,2.0,2232.8,0.0
9015,337.0,0.0,1.0,1.0,1.0,2.0,1633.0,0.0
10281,225.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
14929,137.0,1.0,2.0,1.0,9.0,2.0,5767.7,0.0
11850,35.0,0.0,1.0,1.0,1.0,0.0,18530.0,0.0
8973,111.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
8066,112.0,5.0,2.0,2.0,8.0,0.0,24690.18,0.0
10999,191.0,1.0,2.0,1.0,5.0,1.0,0.0,0.0
13905,122.0,0.0,1.0,1.0,1.0,2.0,52230.0,0.0
11255,38.0,1.0,1.0,1.0,2.0,2.0,12500.81,0.0
11986,123.0,1.0,1.0,1.0,2.0,2.0,5770.0,0.0
4502,124.0,3.0,1.0,1.0,13.0,1.0,0.0,0.0
3980,17.0,1.0,2.0,1.0,1.0,2.0,30083.0,0.0
1351,84.0,1.0,1.0,1.0,1.0,2.0,1902.05,0.0
16447,225.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
9143,153.0,1.0,0.0,2.0,5.0,1.0,0.0,0.0
2163,112.0,1.0,3.0,1.0,8.0,0.0,79567.81,0.0
16139,247.0,3.0,1.0,1.0,6.0,1.0,0.0,0.0
2896,59.0,1.0,2.0,1.0,2.0,2.0,74445.84,0.0
6627,209.0,1.0,0.0,1.0,1.0,2.0,3765.3,0.0
18267,169.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0
19144,144.0,0.0,2.0,1.0,5.0,3.0,130534.39,0.0
17460,225.0,0.0,1.0,1.0,2.0,3.0,9566.53,0.0
11141,132.0,10.0,0.0,1.0,5.0,1.0,0.0,0.0
7241,190.0,1.0,1.0,1.0,7.0,2.0,13590.45,0.0
19424,64.0,0.0,2.0,1.0,11.0,0.0,31541.7,1.0
19889,2.0,0.0,2.0,1.0,4.0,0.0,83435.0,0.0
6323,225.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
18246,93.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0
13829,225.0,1.0,1.0,1.0,5.0,2.0,1778.35,0.0
875,61.0,2.0,2.0,1.0,0.0,2.0,14535.96,0.0
16343,94.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0
16246,26.0,0.0,1.0,1.0,2.0,0.0,117.08,0.0
18901,227.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0
8342,225.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
9820,102.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0
7717,322.0,0.0,2.0,1.0,5.0,2.0,1368.0,0.0
4029,44.0,1.0,2.0,1.0,0.0,0.0,9464.7,1.0
6419,45.0,0.0,1.0,1.0,7.0,0.0,11785.51,0.0
4369,32.0,0.0,1.0,1.0,0.0,0.0,52713.03,1.0
20271,23.0,0.0,2.0,1.0,11.0,2.0,6540.99,0.0
3021,2.0,1.0,1.0,1.0,1.0,2.0,33752.22,0.0
16105,501.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0
16062,264.0,8.0,1.0,1.0,8.0,2.0,120492.88,0.0
8056,3.0,1.0,2.0,1.0,0.0,2.0,4862.45,0.0
15248,94.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
15651,201.0,0.0,1.0,1.0,3.0,2.0,1847.52,0.0
1047,110.0,1.0,2.0,1.0,5.0,1.0,0.0,0.0
8195,499.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0
13717,3.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0
14984,116.0,0.0,1.0,1.0,1.0,2.0,1492.58,0.0
19909,225.0,0.0,1.0,1.0,7.0,3.0,10234.54,0.0
11752,1.0,0.0,2.0,1.0,7.0,0.0,56172.38,0.0
4353,94.0,0.0,2.0,1.0,6.0,0.0,395802.31,0.0
20508,288.0,7.0,0.0,0.0,2.0,1.0,0.0,0.0
10904,91.0,1.0,1.0,1.0,8.0,2.0,3726.03,0.0
8354,225.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0
794,168.0,1.0,2.0,1.0,0.0,3.0,10608.0,0.0
3745,64.0,1.0,2.0,1.0,2.0,2.0,10195.0,0.0
20223,2.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
6886,225.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
11466,116.0,6.0,2.0,1.0,5.0,0.0,8242.37,1.0
2802,18.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
18308,61.0,10.0,0.0,0.0,2.0,1.0,0.0,0.0
9236,190.0,1.0,0.0,1.0,5.0,0.0,4438.35,0.0
15003,23.0,1.0,1.0,1.0,1.0,0.0,13451.15,1.0
6661,20.0,0.0,1.0,1.0,1.0,0.0,53458.8,0.0
12925,35.0,1.0,1.0,1.0,11.0,0.0,25460.73,0.0
7033,261.0,2.0,0.0,1.0,7.0,0.0,17679.96,1.0
11747,137.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0
20438,1.0,1.0,2.0,1.0,0.0,2.0,5695.0,0.0
2194,26.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0
9047,76.0,1.0,0.0,1.0,5.0,2.0,9780.0,0.0
9102,111.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
3042,68.0,1.0,1.0,1.0,1.0,2.0,1040.0,0.0
11387,226.0,0.0,2.0,1.0,11.0,3.0,9059.5,0.0
1043,111.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0
8406,229.0,3.0,1.0,3.0,0.0,3.0,2190512.4,0.0
19098,305.0,0.0,1.0,1.0,11.0,1.0,0.0,1.0
8254,105.0,5.0,1.0,4.0,8.0,2.0,44772.28,0.0
1676,110.0,5.0,1.0,1.0,2.0,1.0,0.0,0.0
18807,93.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0
8871,1.0,1.0,2.0,1.0,7.0,1.0,0.0,0.0
13092,225.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
8079,229.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
1844,0.0,1.0,0.0,1.0,1.0,2.0,5455.0,0.0
4278,169.0,0.0,1.0,1.0,7.0,0.0,35502.61,0.0
3835,103.0,1.0,1.0,1.0,5.0,2.0,20995.57,0.0
1880,168.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0
3460,225.0,1.0,0.0,1.0,0.0,2.0,11250.0,0.0
8588,55.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
5025,225.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
14248,264.0,8.0,0.0,0.0,5.0,1.0,0.0,0.0
1775,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0
17166,1.0,0.0,1.0,1.0,1.0,0.0,11310.0,0.0
15431,96.0,1.0,1.0,1.0,9.0,2.0,560.0,0.0
17704,149.0,3.0,0.0,2.0,6.0,0.0,4828787.44,0.0
18028,190.0,1.0,0.0,0.0,13.0,1.0,0.0,0.0
7331,270.0,3.0,0.0,1.0,6.0,0.0,3321.66,0.0
5271,110.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0
