,job_category,service_channel,nb_internet_products,contract_type,risk_of_credit,credit_flux,annual_flux,target
16446,1.0,1.0,2.0,1.0,4.0,0.0,28807.5,0.0
7697,0.0,0.0,1.0,1.0,0.0,0.0,56873.19,0.0
14427,183.0,3.0,1.0,1.0,7.0,0.0,5000.0,0.0
5668,110.0,5.0,1.0,2.0,2.0,0.0,262298.93,1.0
19196,370.0,7.0,0.0,0.0,9.0,1.0,0.0,0.0
10659,191.0,6.0,1.0,1.0,5.0,2.0,75388.27,0.0
17063,225.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0
8933,17.0,1.0,0.0,1.0,5.0,2.0,1154.0,0.0
5307,247.0,0.0,1.0,1.0,1.0,0.0,44921.19,1.0
17993,49.0,1.0,2.0,1.0,6.0,2.0,3273.0,0.0
18854,167.0,1.0,0.0,1.0,9.0,1.0,0.0,0.0
12855,225.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0
11035,64.0,1.0,1.0,1.0,2.0,2.0,6534.5,0.0
5488,192.0,5.0,1.0,2.0,2.0,0.0,134664.96,0.0
16678,106.0,4.0,0.0,0.0,8.0,1.0,0.0,0.0
8024,28.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
10748,23.0,1.0,1.0,1.0,1.0,2.0,1837.28,0.0
16873,1.0,0.0,1.0,1.0,0.0,2.0,2000.0,0.0
690,97.0,1.0,1.0,1.0,1.0,2.0,29.0,0.0
12013,0.0,1.0,1.0,1.0,5.0,2.0,34408.93,0.0
16986,225.0,0.0,1.0,1.0,0.0,0.0,9090.5,0.0
10103,76.0,1.0,1.0,1.0,11.0,2.0,2400.0,0.0
1014,136.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
869,2.0,1.0,1.0,1.0,1.0,2.0,21770.0,0.0
1993,0.0,0.0,2.0,1.0,0.0,0.0,397.11,0.0
10626,319.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0
11949,225.0,1.0,0.0,1.0,1.0,2.0,3000.0,0.0
14839,1.0,0.0,1.0,1.0,0.0,3.0,207325.3,0.0
14924,40.0,0.0,2.0,1.0,0.0,2.0,3679.7,0.0
10558,93.0,0.0,2.0,1.0,2.0,0.0,51941.8,0.0
7610,61.0,5.0,1.0,1.0,2.0,0.0,31256.51,0.0
5283,75.0,3.0,0.0,1.0,13.0,0.0,69977.67,0.0
4370,4.0,0.0,2.0,1.0,0.0,0.0,36007.28,0.0
1361,79.0,0.0,1.0,1.0,0.0,2.0,14443.3,0.0
1629,88.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
12625,190.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0
1551,123.0,1.0,1.0,1.0,2.0,2.0,13733.72,0.0
8252,28.0,10.0,0.0,1.0,5.0,1.0,0.0,0.0
10442,64.0,1.0,1.0,1.0,2.0,2.0,7655.82,0.0
14631,90.0,1.0,2.0,1.0,4.0,2.0,8722.0,0.0
5039,201.0,1.0,0.0,1.0,1.0,0.0,12514.84,0.0
20124,408.0,3.0,2.0,1.0,2.0,2.0,310800.19,1.0
5694,55.0,3.0,2.0,1.0,1.0,0.0,3303666.44,0.0
5119,190.0,4.0,1.0,4.0,0.0,0.0,4158049.9,0.0
1134,38.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
10996,149.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0
10278,69.0,2.0,1.0,1.0,0.0,0.0,56049.4,0.0
10451,0.0,1.0,1.0,1.0,0.0,2.0,10430.33,0.0
4017,0.0,1.0,1.0,1.0,0.0,0.0,21657.32,0.0
10409,190.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0
2424,107.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0
4138,79.0,0.0,1.0,1.0,5.0,0.0,31158.51,0.0
12048,237.0,1.0,2.0,1.0,0.0,2.0,6747.5,0.0
859,90.0,1.0,1.0,1.0,2.0,2.0,3640.0,0.0
2962,4.0,0.0,1.0,1.0,1.0,0.0,21703.76,0.0
2426,111.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
20487,104.0,4.0,2.0,1.0,5.0,2.0,50000.0,0.0
7674,17.0,1.0,1.0,1.0,1.0,0.0,56.78,0.0
20125,0.0,0.0,2.0,1.0,7.0,2.0,16022.13,0.0
16753,456.0,3.0,2.0,1.0,13.0,1.0,0.0,0.0
4937,80.0,0.0,0.0,1.0,0.0,2.0,4934.41,0.0
10896,28.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
5285,20.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0
8367,183.0,0.0,1.0,1.0,15.0,0.0,5320.42,0.0
12905,6.0,1.0,1.0,1.0,9.0,3.0,41291.87,0.0
2093,4.0,0.0,2.0,1.0,3.0,0.0,11362.14,1.0
19193,169.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
11336,76.0,6.0,1.0,1.0,2.0,1.0,0.0,0.0
11683,161.0,1.0,1.0,1.0,0.0,0.0,23254.81,0.0
7817,45.0,0.0,2.0,1.0,7.0,2.0,6029.2,0.0
1920,257.0,3.0,2.0,1.0,13.0,0.0,5365507.47,1.0
82,15.0,0.0,2.0,1.0,1.0,0.0,13091.82,0.0
17200,225.0,1.0,1.0,1.0,7.0,2.0,6248.0,0.0
13318,48.0,0.0,1.0,1.0,9.0,0.0,16985.0,0.0
18398,553.0,7.0,0.0,0.0,2.0,1.0,0.0,0.0
4396,225.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
8475,110.0,5.0,0.0,23.0,2.0,0.0,15972.47,0.0
1813,27.0,1.0,1.0,1.0,1.0,2.0,945.06,0.0
1271,4.0,1.0,2.0,1.0,1.0,2.0,32701.24,0.0
15226,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0
2994,131.0,1.0,0.0,1.0,0.0,2.0,14164.5,0.0
19789,1.0,1.0,2.0,1.0,5.0,0.0,5043.9,0.0
15674,190.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0
15438,21.0,1.0,2.0,1.0,4.0,0.0,9623.52,0.0
19176,0.0,1.0,2.0,1.0,6.0,2.0,6000.0,0.0
18399,225.0,1.0,2.0,1.0,7.0,2.0,2620.0,0.0
2642,59.0,1.0,2.0,1.0,1.0,2.0,25701.44,0.0
9280,225.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
19391,23.0,0.0,2.0,1.0,5.0,0.0,2090.68,0.0
4195,57.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
13032,116.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0
12768,33.0,0.0,1.0,1.0,1.0,0.0,5899.9,0.0
12360,464.0,0.0,1.0,1.0,0.0,0.0,13124.0,0.0
3849,21.0,0.0,1.0,1.0,1.0,2.0,4927.0,0.0
20683,225.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0
19139,225.0,0.0,1.0,1.0,7.0,2.0,13800.0,0.0
16194,121.0,1.0,1.0,1.0,5.0,2.0,24.14,0.0
15253,11.0,1.0,1.0,1.0,9.0,2.0,3939.0,0.0
16193,0.0,0.0,2.0,1.0,3.0,0.0,16248.41,0.0
3554,219.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0
13237,2.0,1.0,1.0,1.0,11.0,1.0,0.0,0.0
2600,49.0,1.0,1.0,1.0,2.0,2.0,1180.0,0.0
17991,4.0,0.0,1.0,1.0,0.0,0.0,16139.95,0.0
1518,233.0,0.0,2.0,1.0,6.0,0.0,42318.5,0.0
4117,7.0,1.0,1.0,1.0,2.0,2.0,13074.49,0.0
10825,400.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0
5755,149.0,1.0,1.0,1.0,1.0,2.0,2268.0,0.0
5633,107.0,2.0,1.0,1.0,4.0,0.0,5643.92,0.0
8399,239.0,9.0,1.0,1.0,1.0,0.0,26733.44,0.0
18929,34.0,1.0,2.0,1.0,0.0,0.0,2505.0,0.0
13065,264.0,4.0,0.0,0.0,5.0,1.0,0.0,0.0
7162,122.0,1.0,1.0,1.0,1.0,2.0,12750.0,0.0
14256,264.0,8.0,0.0,0.0,5.0,1.0,0.0,0.0
11737,53.0,1.0,1.0,1.0,2.0,2.0,3733.0,0.0
15441,8.0,0.0,2.0,1.0,11.0,0.0,12839.57,1.0
1988,64.0,0.0,1.0,1.0,6.0,0.0,12697.5,0.0
7737,65.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0
16901,61.0,0.0,2.0,1.0,0.0,0.0,39178.18,0.0
10561,110.0,1.0,2.0,1.0,9.0,2.0,27011.62,0.0
201,82.0,1.0,1.0,1.0,2.0,2.0,2913.0,0.0
19896,225.0,3.0,0.0,0.0,7.0,1.0,0.0,0.0
15166,225.0,1.0,2.0,1.0,7.0,0.0,7802.68,0.0
4855,327.0,3.0,0.0,1.0,13.0,0.0,241200.0,0.0
19658,265.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0
9741,195.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0
12502,264.0,8.0,0.0,0.0,5.0,1.0,0.0,0.0
15950,190.0,1.0,2.0,1.0,2.0,2.0,3131.6,0.0
3765,23.0,1.0,2.0,1.0,2.0,2.0,6942.43,0.0
18092,0.0,0.0,2.0,1.0,0.0,0.0,11180.64,0.0
13452,20.0,1.0,1.0,1.0,2.0,2.0,4632.32,0.0
6432,114.0,1.0,1.0,1.0,2.0,0.0,14142.52,0.0
7846,225.0,1.0,0.0,1.0,5.0,2.0,1875.0,0.0
12253,62.0,1.0,1.0,1.0,2.0,2.0,7725.5,0.0
16402,1.0,0.0,2.0,1.0,7.0,1.0,0.0,0.0
16433,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
887,0.0,0.0,1.0,1.0,1.0,0.0,25662.53,0.0
6261,190.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
6989,44.0,0.0,1.0,1.0,1.0,2.0,656.11,1.0
6043,110.0,1.0,0.0,1.0,5.0,2.0,40625.82,0.0
10808,57.0,6.0,0.0,1.0,5.0,1.0,0.0,0.0
1424,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
16523,320.0,1.0,2.0,1.0,0.0,2.0,2494.3,0.0
15924,371.0,4.0,1.0,1.0,6.0,0.0,69557.01,0.0
112,53.0,1.0,1.0,1.0,1.0,2.0,1615.0,0.0
8160,5.0,5.0,2.0,2.0,2.0,0.0,284062.57,0.0
19468,32.0,0.0,2.0,1.0,0.0,0.0,28459.43,1.0
16199,225.0,1.0,1.0,1.0,7.0,2.0,2227.91,0.0
4559,79.0,1.0,1.0,2.0,0.0,2.0,1683.0,0.0
18367,446.0,3.0,2.0,1.0,9.0,0.0,12415.81,0.0
11442,132.0,0.0,1.0,2.0,6.0,3.0,551910.41,1.0
11254,55.0,1.0,2.0,1.0,2.0,2.0,2417.0,0.0
18723,1.0,1.0,2.0,1.0,5.0,2.0,7068.0,0.0
8566,51.0,0.0,2.0,1.0,6.0,0.0,54350.69,0.0
16311,56.0,0.0,1.0,1.0,9.0,0.0,51407.84,1.0
10758,23.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
17266,345.0,0.0,2.0,1.0,7.0,0.0,50012.69,0.0
16835,88.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0
3731,12.0,1.0,2.0,1.0,0.0,0.0,2131.0,0.0
19755,44.0,1.0,2.0,1.0,0.0,0.0,12502.24,0.0
4986,212.0,1.0,1.0,1.0,6.0,1.0,0.0,0.0
2763,111.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
13794,149.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
19072,0.0,0.0,1.0,1.0,5.0,0.0,12010.0,1.0
1855,15.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0
15599,144.0,1.0,2.0,1.0,9.0,1.0,0.0,0.0
12812,555.0,1.0,1.0,1.0,2.0,2.0,780.78,0.0
999,111.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0
389,123.0,1.0,2.0,1.0,1.0,2.0,3866.0,0.0
11599,431.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0
6426,451.0,3.0,1.0,1.0,13.0,0.0,7572.2,0.0
10578,56.0,1.0,2.0,1.0,6.0,2.0,4020.0,0.0
19956,0.0,0.0,2.0,1.0,6.0,0.0,45466.65,0.0
8112,113.0,0.0,1.0,1.0,4.0,0.0,177161.1,0.0
17376,140.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0
4997,217.0,1.0,1.0,1.0,0.0,0.0,13158.16,0.0
14211,324.0,0.0,1.0,1.0,1.0,0.0,8170.55,0.0
20001,468.0,0.0,2.0,1.0,5.0,0.0,467707.27,0.0
4796,269.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
4769,285.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
11065,169.0,1.0,0.0,1.0,5.0,2.0,907.0,0.0
4173,340.0,3.0,0.0,1.0,13.0,1.0,0.0,0.0
19947,2.0,0.0,1.0,1.0,5.0,0.0,12390.0,0.0
1907,153.0,1.0,0.0,1.0,5.0,2.0,339.05,0.0
4946,225.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
8560,402.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
6033,452.0,3.0,0.0,1.0,1.0,0.0,3810779.59,0.0
7619,2.0,1.0,0.0,1.0,2.0,0.0,618.02,0.0
1151,33.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
19006,225.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0
9689,111.0,2.0,3.0,2.0,5.0,0.0,45427.87,0.0
7106,111.0,10.0,0.0,1.0,5.0,2.0,34000.0,1.0
19642,247.0,1.0,1.0,1.0,5.0,0.0,7729.94,0.0
4287,351.0,3.0,1.0,1.0,4.0,0.0,115664.69,0.0
2230,88.0,1.0,2.0,1.0,5.0,0.0,4094.5,0.0
174,4.0,0.0,2.0,1.0,0.0,0.0,18371.97,0.0
8752,0.0,2.0,2.0,1.0,2.0,0.0,36599.58,0.0
3408,63.0,1.0,2.0,1.0,0.0,2.0,150.0,0.0
1538,0.0,0.0,2.0,1.0,5.0,0.0,3835.0,0.0
2292,0.0,0.0,1.0,1.0,0.0,0.0,10660.98,0.0
9523,43.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
1363,90.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
4357,190.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
680,20.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
13050,191.0,0.0,2.0,1.0,6.0,0.0,2221.6,1.0
3664,141.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
508,0.0,1.0,1.0,1.0,2.0,2.0,3087.0,0.0
166,0.0,0.0,1.0,1.0,0.0,0.0,27915.36,0.0
13689,38.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0
19012,15.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0
1914,111.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
7263,144.0,1.0,0.0,1.0,7.0,2.0,180.0,0.0
10728,17.0,1.0,2.0,1.0,1.0,2.0,12621.27,0.0
1104,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
12067,264.0,8.0,0.0,0.0,5.0,1.0,0.0,0.0
2610,7.0,1.0,1.0,1.0,1.0,2.0,14025.81,0.0
9944,105.0,5.0,1.0,1.0,8.0,3.0,1171639.35,0.0
5310,230.0,1.0,0.0,1.0,13.0,0.0,3300.0,0.0
18154,79.0,0.0,2.0,1.0,4.0,0.0,20279.7,0.0
11108,111.0,10.0,0.0,1.0,5.0,2.0,16386.83,1.0
11156,64.0,1.0,1.0,1.0,6.0,2.0,4230.66,0.0
152,61.0,0.0,2.0,1.0,0.0,2.0,72033.0,0.0
13422,94.0,1.0,1.0,1.0,5.0,0.0,1337.98,0.0
2832,94.0,1.0,0.0,1.0,1.0,2.0,41111.38,0.0
20725,93.0,0.0,1.0,1.0,6.0,0.0,5885.0,0.0
20519,288.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0
3551,90.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
18194,93.0,1.0,2.0,1.0,1.0,2.0,20519.0,0.0
19314,0.0,0.0,2.0,1.0,1.0,0.0,12710.56,0.0
12541,182.0,3.0,0.0,1.0,0.0,0.0,353687.95,0.0
4538,229.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
14367,264.0,4.0,0.0,0.0,5.0,1.0,0.0,0.0
18952,56.0,1.0,1.0,1.0,11.0,1.0,0.0,0.0
10014,53.0,1.0,2.0,1.0,0.0,0.0,3016.41,0.0
12278,101.0,1.0,1.0,1.0,6.0,1.0,0.0,0.0
18130,23.0,0.0,1.0,1.0,11.0,0.0,10744.25,1.0
15088,566.0,0.0,1.0,1.0,1.0,0.0,51950.03,0.0
19817,20.0,3.0,2.0,1.0,6.0,1.0,0.0,0.0
5141,190.0,1.0,1.0,1.0,5.0,2.0,540.0,0.0
11814,37.0,2.0,2.0,1.0,2.0,0.0,48309.14,1.0
19496,15.0,0.0,2.0,2.0,6.0,1.0,0.0,0.0
3450,4.0,0.0,2.0,1.0,0.0,2.0,5751.88,0.0
16589,26.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0
13156,225.0,1.0,1.0,1.0,2.0,2.0,4401.0,0.0
2749,110.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
12707,236.0,3.0,2.0,1.0,1.0,0.0,38650000.0,0.0
13131,55.0,1.0,0.0,1.0,2.0,2.0,6550.0,0.0
12251,225.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
10179,217.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
5810,23.0,0.0,2.0,1.0,4.0,0.0,13302.15,1.0
5634,15.0,0.0,1.0,1.0,2.0,0.0,37373.06,0.0
11580,201.0,1.0,2.0,1.0,11.0,2.0,5300.0,0.0
13926,119.0,1.0,2.0,1.0,5.0,2.0,11017.67,1.0
19960,129.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0
1380,3.0,1.0,1.0,1.0,0.0,2.0,15.0,0.0
19409,376.0,7.0,0.0,0.0,7.0,1.0,0.0,0.0
14901,76.0,0.0,2.0,1.0,1.0,0.0,260568.93,0.0
3832,111.0,2.0,2.0,1.0,5.0,0.0,32632.0,0.0
19504,225.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0
4776,32.0,0.0,1.0,1.0,1.0,0.0,15331.43,1.0
4276,65.0,0.0,1.0,1.0,7.0,0.0,191582.81,0.0
4958,268.0,2.0,1.0,1.0,6.0,0.0,104048.08,0.0
20424,2.0,1.0,1.0,1.0,2.0,2.0,4359.7,0.0
20041,225.0,0.0,1.0,1.0,7.0,2.0,7092.0,0.0
16662,7.0,0.0,2.0,1.0,11.0,0.0,20811.8,0.0
7415,457.0,3.0,1.0,9.0,13.0,1.0,0.0,0.0
3252,87.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
17671,111.0,10.0,0.0,1.0,5.0,2.0,6334.56,0.0
16673,81.0,0.0,2.0,1.0,7.0,0.0,20493.6,0.0
18838,195.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
18560,91.0,1.0,1.0,1.0,5.0,2.0,8850.0,0.0
14300,264.0,8.0,0.0,0.0,5.0,1.0,0.0,0.0
15523,402.0,1.0,1.0,1.0,2.0,0.0,50199.0,0.0
14270,264.0,8.0,0.0,0.0,5.0,1.0,0.0,0.0
12327,23.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
11546,141.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0
15639,4.0,0.0,1.0,1.0,0.0,0.0,1000.0,0.0
15042,392.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0
14208,56.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0
2468,108.0,0.0,2.0,1.0,2.0,0.0,5691.25,0.0
18655,23.0,0.0,2.0,1.0,9.0,0.0,20.0,1.0
16654,388.0,3.0,0.0,1.0,6.0,0.0,204100.18,0.0
11757,513.0,1.0,2.0,1.0,0.0,2.0,30504.0,0.0
13869,0.0,1.0,2.0,1.0,5.0,2.0,3490.0,0.0
16998,84.0,0.0,1.0,1.0,1.0,0.0,7025.0,0.0
9583,104.0,5.0,1.0,1.0,5.0,0.0,285.21,0.0
6696,88.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
3180,28.0,0.0,2.0,1.0,1.0,2.0,64536.33,1.0
15089,116.0,0.0,1.0,1.0,3.0,0.0,24619.8,1.0
8275,249.0,0.0,1.0,1.0,6.0,0.0,36319.78,0.0
9065,514.0,0.0,1.0,1.0,6.0,0.0,82552.94,0.0
11030,23.0,1.0,2.0,1.0,2.0,2.0,15259.11,0.0
19141,77.0,0.0,1.0,1.0,5.0,0.0,3695.27,0.0
4557,104.0,5.0,2.0,1.0,2.0,0.0,517256.61,0.0
7812,104.0,5.0,0.0,1.0,2.0,0.0,130.46,0.0
12839,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0
6297,350.0,5.0,2.0,2.0,8.0,0.0,292305.82,0.0
20686,366.0,0.0,1.0,1.0,9.0,2.0,2272.0,0.0
14534,44.0,0.0,2.0,1.0,2.0,0.0,5938.35,0.0
20525,18.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
1132,37.0,1.0,1.0,1.0,0.0,2.0,29375.0,0.0
10642,275.0,1.0,1.0,1.0,5.0,2.0,9473.41,0.0
10521,190.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
18205,446.0,0.0,1.0,1.0,9.0,0.0,44316.1,0.0
19986,190.0,4.0,4.0,1.0,8.0,2.0,7965165.07,1.0
2871,76.0,6.0,1.0,1.0,6.0,0.0,46622.85,1.0
12996,225.0,1.0,0.0,1.0,0.0,2.0,3289.77,0.0
1772,10.0,1.0,2.0,1.0,2.0,2.0,13906.88,0.0
10593,191.0,6.0,2.0,1.0,7.0,0.0,376204.72,1.0
1913,111.0,2.0,1.0,1.0,5.0,2.0,11379.6,0.0
14212,14.0,0.0,2.0,1.0,7.0,0.0,7793.26,0.0
9256,86.0,0.0,2.0,1.0,6.0,0.0,41004.0,0.0
12602,2.0,1.0,1.0,1.0,11.0,1.0,0.0,0.0
14188,28.0,1.0,2.0,1.0,5.0,2.0,1198.02,1.0
15417,51.0,0.0,1.0,1.0,4.0,2.0,46944.0,0.0
1105,2.0,1.0,1.0,1.0,1.0,2.0,360.0,0.0
17076,34.0,1.0,1.0,1.0,2.0,2.0,206.5,0.0
18504,35.0,3.0,1.0,1.0,10.0,0.0,6145.7,0.0
4956,399.0,3.0,1.0,1.0,1.0,0.0,188961.38,0.0
8307,9.0,10.0,0.0,1.0,5.0,1.0,0.0,0.0
20255,17.0,1.0,2.0,1.0,8.0,2.0,22853.18,0.0
3696,65.0,1.0,1.0,1.0,1.0,2.0,798.0,0.0
7778,225.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
17755,35.0,3.0,2.0,1.0,4.0,1.0,0.0,0.0
628,154.0,5.0,1.0,1.0,2.0,1.0,0.0,0.0
2451,38.0,1.0,1.0,1.0,1.0,0.0,24925.85,1.0
17664,403.0,10.0,0.0,1.0,2.0,2.0,1127.46,0.0
20790,44.0,0.0,1.0,1.0,8.0,2.0,15000.0,0.0
2176,242.0,5.0,2.0,1.0,5.0,2.0,99208.0,1.0
17795,247.0,0.0,1.0,1.0,9.0,2.0,43130.0,1.0
2787,111.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
12297,84.0,0.0,1.0,1.0,6.0,3.0,20747.0,1.0
1196,17.0,1.0,1.0,1.0,0.0,2.0,447.0,0.0
7618,155.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
4444,96.0,0.0,0.0,1.0,2.0,0.0,2240.0,0.0
11128,67.0,0.0,2.0,1.0,9.0,0.0,194023.45,0.0
15514,264.0,4.0,0.0,0.0,5.0,1.0,0.0,0.0
5722,225.0,1.0,0.0,1.0,5.0,2.0,2874.34,0.0
18625,117.0,7.0,0.0,0.0,7.0,1.0,0.0,0.0
10695,67.0,1.0,1.0,1.0,5.0,2.0,1025.0,0.0
4967,0.0,0.0,1.0,1.0,1.0,3.0,2178.8,0.0
10410,190.0,8.0,0.0,1.0,13.0,0.0,174035.46,0.0
4009,64.0,0.0,1.0,1.0,1.0,2.0,3438.88,0.0
15515,264.0,4.0,0.0,0.0,5.0,1.0,0.0,0.0
3583,2.0,0.0,2.0,1.0,2.0,0.0,12111.6,0.0
20615,64.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0
12424,135.0,3.0,0.0,3.0,2.0,1.0,0.0,0.0
8277,229.0,0.0,1.0,1.0,2.0,0.0,1863.57,0.0
3667,16.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
12474,17.0,0.0,0.0,1.0,1.0,2.0,5798.98,0.0
12782,35.0,0.0,2.0,1.0,7.0,1.0,0.0,0.0
10211,417.0,1.0,0.0,1.0,5.0,0.0,35.87,0.0
3423,149.0,1.0,1.0,1.0,1.0,2.0,34533.0,0.0
10717,10.0,1.0,2.0,1.0,1.0,2.0,4420.0,0.0
8199,229.0,3.0,2.0,1.0,11.0,0.0,604233.24,0.0
19332,405.0,0.0,1.0,1.0,4.0,0.0,149411.62,0.0
5366,186.0,5.0,2.0,2.0,5.0,0.0,530954.4,0.0
17313,76.0,2.0,1.0,1.0,2.0,0.0,21085.55,0.0
2895,108.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0
14122,44.0,0.0,2.0,1.0,1.0,0.0,22927.17,1.0
1296,38.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0
3642,55.0,1.0,1.0,1.0,2.0,2.0,4700.0,0.0
17922,498.0,3.0,1.0,1.0,2.0,0.0,294234.23,0.0
19137,0.0,0.0,2.0,1.0,1.0,0.0,33978.59,0.0
20520,111.0,5.0,0.0,1.0,5.0,2.0,720.0,0.0
20330,55.0,0.0,1.0,1.0,11.0,1.0,0.0,0.0
8548,229.0,1.0,1.0,1.0,2.0,0.0,81536.83,0.0
5451,55.0,0.0,2.0,1.0,1.0,0.0,2808.65,0.0
10685,20.0,6.0,1.0,1.0,3.0,1.0,0.0,0.0
15449,23.0,1.0,1.0,1.0,9.0,1.0,0.0,0.0
7866,102.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
12867,102.0,4.0,0.0,0.0,8.0,1.0,0.0,0.0
14607,146.0,0.0,2.0,1.0,6.0,0.0,129752.03,0.0
9797,111.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
11755,111.0,5.0,1.0,1.0,5.0,0.0,339952.0,0.0
13979,225.0,1.0,2.0,1.0,5.0,0.0,1631.0,0.0
9738,111.0,5.0,1.0,9.0,5.0,1.0,0.0,0.0
14385,104.0,4.0,0.0,0.0,5.0,1.0,0.0,0.0
6474,93.0,2.0,0.0,1.0,1.0,0.0,38506.72,1.0
8811,394.0,3.0,2.0,3.0,3.0,0.0,28664.94,0.0
492,0.0,0.0,1.0,1.0,0.0,0.0,15612.02,0.0
11691,150.0,1.0,1.0,1.0,2.0,2.0,17711.8,0.0
18695,94.0,1.0,1.0,1.0,5.0,3.0,47865.74,0.0
1116,101.0,1.0,0.0,1.0,3.0,2.0,18651.18,0.0
5637,225.0,1.0,0.0,1.0,5.0,2.0,6014.64,0.0
5085,389.0,1.0,0.0,1.0,13.0,1.0,0.0,0.0
1757,85.0,1.0,0.0,1.0,6.0,0.0,2057.04,0.0
11486,10.0,0.0,1.0,1.0,4.0,0.0,30446.87,0.0
17970,35.0,0.0,2.0,1.0,1.0,0.0,65909.77,0.0
19853,387.0,11.0,0.0,1.0,9.0,2.0,1783823.61,0.0
6353,35.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0
20728,435.0,0.0,2.0,1.0,11.0,2.0,165001.93,0.0
20810,285.0,1.0,0.0,1.0,5.0,2.0,500.0,0.0
